                                                                     
                                                                     
                                                                     
                                             
1	0	0
1	0.1	0
1	0.2	0
1	0.3	0
1	0.4	0
1	0.5	0
1	0.6	0
1	0.7	0
1	0.8	0
1	0.9	0
1	1	0
1	1.1	0
1	1.2	0
1	1.3	0
1	1.4	0
1	1.5	0
1	1.6	0
1	1.7	0
1	1.8	0
1	1.9	0
1	2	0
1	2.1	0
1	2.2	0
1	2.3	0
1	2.4	0
1	2.5	0
1	2.6	0
1	2.7	0
1	2.8	0
1	2.9	0
1	3	0
1	3.1	0
1	3.2	0
1	3.3	0
1	3.4	0
1	3.5	0
1	3.6	0
1	3.7	0
1	3.8	0
1	3.9	0
1	4	0
1	4.1	0
1	4.2	0
1	4.3	0
1	4.4	0
1	4.5	0
1	4.6	0
1	4.7	0
1	4.8	0
1	4.9	0
1	5	0
11	0	0.0206364
11	0.1	0.0206364
11	0.2	0.0206364
11	0.3	0.0187273
11	0.4	0.0187273
11	0.5	0.0211818
11	0.6	0.0211818
11	0.7	0.0211818
11	0.8	0.0194545
11	0.9	0.0194545
11	1	0.0194545
11	1.1	0.0159091
11	1.2	0.0159091
11	1.3	0.0203636
11	1.4	0.0203636
11	1.5	0.0203636
11	1.6	0.0216364
11	1.7	0.0216364
11	1.8	0.02
11	1.9	0.02
11	2	0.02
11	2.1	0.0178182
11	2.2	0.0178182
11	2.3	0.0189091
11	2.4	0.0189091
11	2.5	0.0189091
11	2.6	0.0182727
11	2.7	0.0182727
11	2.8	0.0182727
11	2.9	0.0192727
11	3	0.0192727
11	3.1	0.0205455
11	3.2	0.0205455
11	3.3	0.0205455
11	3.4	0.0185455
11	3.5	0.0185455
11	3.6	0.02
11	3.7	0.02
11	3.8	0.02
11	3.9	0.0207273
11	4	0.0207273
11	4.1	0.0207273
11	4.2	0.0203636
11	4.3	0.0203636
11	4.4	0.0193636
11	4.5	0.0193636
11	4.6	0.0193636
11	4.7	0.0201818
11	4.8	0.0201818
11	4.9	0.0188182
11	5	0.0188182
21	0	0.0398095
21	0.1	0.0397143
21	0.2	0.0397143
21	0.3	0.0381905
21	0.4	0.0381905
21	0.5	0.0381905
21	0.6	0.0394762
21	0.7	0.0394762
21	0.8	0.0394762
21	0.9	0.0410952
21	1	0.0410952
21	1.1	0.0374286
21	1.2	0.0374286
21	1.3	0.0374286
21	1.4	0.041381
21	1.5	0.041381
21	1.6	0.0411429
21	1.7	0.0411429
21	1.8	0.0411429
