1	0.1	0
1	0.2	0
1	0.3	0
1	0.4	0
1	0.5	0
1	0.6	0
1	0.7	0
1	0.8	0
1	0.9	0
1	1	0
1	1.1	0
1	1.2	0
1	1.3	0
1	1.4	0
1	1.5	0
1	1.6	0
1	1.7	0
1	1.8	0
1	1.9	0
1	2	0
1	2.1	0
1	2.2	0
1	2.3	0
1	2.4	0
1	2.5	0
1	2.6	0
1	2.7	0
1	2.8	0
1	2.9	0
1	3	0
1	3.1	0
1	3.2	0
1	3.3	0
1	3.4	0
1	3.5	0
1	3.6	0
1	3.7	0
1	3.8	0
1	3.9	0
1	4	0
1	4.1	0
1	4.2	0
1	4.3	0
1	4.4	0
1	4.5	0
1	4.6	0
1	4.7	0
1	4.8	0
1	4.9	0
1	5	0
11	0	0.00572727
11	0.1	0.00445455
11	0.2	0.00427273
11	0.3	0.00518182
11	0.4	0.004
11	0.5	0.004
11	0.6	0.00518182
11	0.7	0.00481818
11	0.8	0.00563636
11	0.9	0.00563636
11	1	0.00481818
11	1.1	0.006
11	1.2	0.00454545
11	1.3	0.00445455
11	1.4	0.00445455
11	1.5	0.00418182
11	1.6	0.00463636
11	1.7	0.00409091
11	1.8	0.00536364
11	1.9	0.00509091
11	2	0.00390909
11	2.1	0.00563636
11	2.2	0.00527273
11	2.3	0.00527273
11	2.4	0.00509091
11	2.5	0.00572727
11	2.6	0.00554545
11	2.7	0.00381818
11	2.8	0.006
11	2.9	0.00536364
11	3	0.00418182
11	3.1	0.00418182
11	3.2	0.00463636
11	3.3	0.00563636
11	3.4	0.00490909
11	3.5	0.00490909
11	3.6	0.00463636
11	3.7	0.00445455
11	3.8	0.00436364
11	3.9	0.00436364
11	4	0.00436364
11	4.1	0.00490909
11	4.2	0.00345455
11	4.3	0.00481818
11	4.4	0.00518182
11	4.5	0.00627273
11	4.6	0.00536364
11	4.7	0.00518182
11	4.8	0.00481818
11	4.9	0.00481818
11	5	0.00509091
21	0	0.0097619
21	0.1	0.00985714
21	0.2	0.00890476
21	0.3	0.0101429
21	0.4	0.01
21	0.5	0.0105714
21	0.6	0.00895238
21	0.7	0.00895238
21	0.8	0.00895238
21	0.9	0.00947619
21	1	0.01
21	1.1	0.00857143
21	1.2	0.00928571
21	1.3	0.0101429
21	1.4	0.0097619
21	1.5	0.00985714
21	1.6	0.0100952
21	1.7	0.00919048
21	1.8	0.00919048
21	1.9	0.0105238
21	2	0.00980952
21	2.1	0.0097619
21	2.2	0.00857143
21	2.3	0.00852381
21	2.4	0.00947619
21	2.5	0.010619
21	2.6	0.00995238
21	2.7	0.00909524
21	2.8	0.00909524
21	2.9	0.0104762
21	3	0.00919048
21	3.1	0.00980952
21	3.2	0.009
21	3.3	0.0087619
21	3.4	0.00933333
21	3.5	0.00919048
21	3.6	0.0103333
21	3.7	0.0102381
21	3.8	0.00909524
21	3.9	0.00909524
21	4	0.010381
21	4.1	0.0103333
21	4.2	0.00904762
21	4.3	0.00980952
21	4.4	0.0092381
21	4.5	0.0104286
21	4.6	0.0105238
21	4.7	0.00995238
21	4.8	0.00880952
21	4.9	0.0097619
21	5	0.00966667
31	0	0.0339355
31	0.1	0.0349032
31	0.2	0.0351935
31	0.3	0.0350323
31	0.4	0.0355161
31	0.5	0.0342903
31	0.6	0.0345161
31	0.7	0.0350645
31	0.8	0.0353871
31	0.9	0.0353871
31	1	0.0355484
31	1.1	0.0347419
31	1.2	0.0352258
31	1.3	0.0347419
31	1.4	0.0344516
31	1.5	0.0346452
31	1.6	0.0350968
31	1.7	0.0350968
31	1.8	0.0350645
31	1.9	0.0348065
31	2	0.0351935
31	2.1	0.0353871
31	2.2	0.0356452
31	2.3	0.0348387
31	2.4	0.0349032
31	2.5	0.0349032
31	2.6	0.035129
31	2.7	0.0348065
31	2.8	0.034871
31	2.9	0.0345161
31	3	0.0348065
31	3.1	0.0347419
31	3.2	0.0348065
31	3.3	0.0348065
31	3.4	0.0346452
31	3.5	0.035
31	3.6	0.0345484
31	3.7	0.0350645
31	3.8	0.0350968
31	3.9	0.0347742
31	4	0.0351935
31	4.1	0.0351935
31	4.2	0.034871
31	4.3	0.0354839
31	4.4	0.0347419
31	4.5	0.034871
31	4.6	0.0345806
31	4.7	0.0350968
31	4.8	0.035129
31	4.9	0.035129
31	5	0.0349677
41	0	0.021
41	0.1	0.0204878
41	0.2	0.0212927
41	0.3	0.0204634
41	0.4	0.0215854
41	0.5	0.0208293
41	0.6	0.0208293
41	0.7	0.0216098
41	0.8	0.0208537
41	0.9	0.0213902
41	1	0.0205366
41	1.1	0.0198049
41	1.2	0.0197317
41	1.3	0.0197317
41	1.4	0.0209024
41	1.5	0.0206829
41	1.6	0.021878
41	1.7	0.0213415
41	1.8	0.0205366
41	1.9	0.0207073
41	2	0.0206585
41	2.1	0.0213902
41	2.2	0.0213902
41	2.3	0.0207805
41	2.4	0.0210732
41	2.5	0.0213415
41	2.6	0.0208293
41	2.7	0.0210488
41	2.8	0.0203902
41	2.9	0.0203902
41	3	0.0213902
41	3.1	0.0209024
41	3.2	0.0204146
41	3.3	0.0199024
41	3.4	0.0202195
41	3.5	0.0200976
41	3.6	0.0206341
41	3.7	0.0206341
41	3.8	0.0212195
41	3.9	0.0201951
41	4	0.0212195
41	4.1	0.0207805
41	4.2	0.0198537
41	4.3	0.0206341
41	4.4	0.021
41	4.5	0.0210488
41	4.6	0.0210488
41	4.7	0.019561
41	4.8	0.0202683
41	4.9	0.0207805
41	5	0.02
51	0	0.021
51	0.1	0.0209804
51	0.2	0.0209804
51	0.3	0.0219608
51	0.4	0.0220588
51	0.5	0.0215882
51	0.6	0.0212157
51	0.7	0.0213529
51	0.8	0.0213137
51	0.9	0.0217843
51	1	0.0217843
51	1.1	0.0206275
51	1.2	0.0202745
51	1.3	0.0191176
51	1.4	0.0212353
51	1.5	0.0203333
51	1.6	0.0217059
51	1.7	0.0209804
51	1.8	0.0209804
51	1.9	0.0202353
